company_name,industry,job_title,experience_level,employment_type,posted_date,company_size,city,country,min_salary,max_salary,avg_salary,year,month,day_name,quarter,AWS,Azure,BigQuery,C++,CUDA,Excel,FastAPI,Flask,GCP,Hugging Face,KDB+,Keras,LangChain,MLflow,NumPy,Pandas,Power BI,PyTorch,Python,R,Reinforcement Learning,SQL,Scikit-learn,TensorFlow,skills_count
"Gonzalez, Jackson and Williams",Retail,Data Scientist,Senior,Internship,2025-08-09,Large,Heatherport,Dominican Republic,76985.0,169306.0,123145.5,2025,August,Saturday,Q3,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,8
"Dodson, Palmer and Huber",Education,Quant Researcher,Entry,Full-time,2025-02-26,Mid,Alejandromouth,Cuba,129308.0,160166.0,144737.0,2025,February,Wednesday,Q1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,5
Morris-Sanchez,Finance,Data Scientist,Senior,Internship,2025-03-21,Mid,New James,Costa Rica,112263.0,190554.0,151408.5,2025,March,Friday,Q1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4
Cobb-Lindsey,E-commerce,NLP Engineer,Entry,Contract,2024-11-19,Mid,West Madison,Qatar,147332.0,158887.0,153109.5,2024,November,Tuesday,Q4,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,7
Ramirez-Goodwin,Automotive,Computer Vision Engineer,Mid,Full-time,2025-04-04,Mid,Tanyachester,Taiwan,54559.0,121736.0,88147.5,2025,April,Friday,Q2,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,8
Duran PLC,Healthcare,Computer Vision Engineer,Senior,Remote,2023-10-03,Mid,New David,Egypt,91427.0,154726.0,123076.5,2023,October,Tuesday,Q4,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5
Kaiser Group,Tech,AI Product Manager,Senior,Contract,2025-03-30,Large,South Patricktown,Norway,120983.0,167455.0,144219.0,2025,March,Sunday,Q1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,9
Garcia PLC,Education,ML Engineer,Mid,Contract,2024-02-06,Large,Sanfordmouth,Guinea-Bissau,108083.0,168433.0,138258.0,2024,February,Tuesday,Q1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Steele-Norman,Healthcare,Quant Researcher,Mid,Contract,2024-06-20,Mid,Elainefurt,Bahamas,43248.0,86711.0,64979.5,2024,June,Thursday,Q2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5
Garcia Ltd,Education,AI Researcher,Entry,Remote,2024-09-08,Large,Brownstad,Luxembourg,73459.0,87186.0,80322.5,2024,September,Sunday,Q3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,6
Hill LLC,Healthcare,AI Researcher,Mid,Contract,2024-07-24,Large,Lake Christopher,Qatar,94345.0,157493.0,125919.0,2024,July,Wednesday,Q3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7
"Morales, Thomas and Miller",Healthcare,NLP Engineer,Mid,Full-time,2024-08-28,Mid,Millermouth,Guyana,113621.0,179602.0,146611.5,2024,August,Wednesday,Q3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,5
Kelly-Novak,Finance,Data Scientist,Entry,Full-time,2025-05-20,Mid,Nicoleside,Andorra,43828.0,137950.0,90889.0,2025,May,Tuesday,Q2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,6
Martin-Hernandez,Tech,Quant Researcher,Senior,Remote,2025-06-17,Startup,North Patrick,Kenya,118046.0,186961.0,152503.5,2025,June,Tuesday,Q2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,8
Price-Dean,Education,NLP Engineer,Entry,Full-time,2024-03-17,Large,Dennistown,Iraq,143236.0,210339.0,176787.5,2024,March,Sunday,Q1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5
Ruiz Inc,Automotive,Data Analyst,Entry,Contract,2025-05-07,Large,Rodriguezfurt,Liechtenstein,70478.0,154317.0,112397.5,2025,May,Wednesday,Q2,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,8
"Hudson, Burton and Campbell",E-commerce,Data Analyst,Mid,Internship,2024-04-05,Startup,Sullivanburgh,Benin,69403.0,123368.0,96385.5,2024,April,Friday,Q2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4
Roberson Inc,Automotive,NLP Engineer,Mid,Contract,2024-01-01,Mid,New Justin,Zimbabwe,143437.0,196807.0,170122.0,2024,January,Monday,Q1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,8
Gutierrez PLC,Retail,NLP Engineer,Entry,Contract,2025-08-10,Mid,West Fredside,Palau,59290.0,84926.0,72108.0,2025,August,Sunday,Q3,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,9
"King, Chambers and Brown",Retail,AI Researcher,Mid,Remote,2024-10-08,Mid,Eriktown,Guatemala,124112.0,141184.0,132648.0,2024,October,Tuesday,Q4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,5
Shannon LLC,Finance,AI Researcher,Entry,Contract,2024-07-10,Large,Port Robert,Turkey,93411.0,137526.0,115468.5,2024,July,Wednesday,Q3,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,7
Thompson-Norris,Finance,Computer Vision Engineer,Senior,Contract,2024-10-08,Startup,Davidfort,Cuba,98592.0,132404.0,115498.0,2024,October,Tuesday,Q4,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,7
Davis and Sons,E-commerce,Quant Researcher,Mid,Internship,2023-10-31,Large,Carrollland,Sweden,109693.0,136678.0,123185.5,2023,October,Tuesday,Q4,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,7
"Reed, Garcia and French",E-commerce,NLP Engineer,Mid,Full-time,2025-08-03,Startup,West Richardborough,Belgium,128381.0,173902.0,151141.5,2025,August,Sunday,Q3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4
Anderson-Cruz,Tech,Computer Vision Engineer,Mid,Remote,2025-04-07,Large,Jasonshire,Thailand,114132.0,129565.0,121848.5,2025,April,Monday,Q2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4
King PLC,Finance,Quant Researcher,Mid,Contract,2024-03-10,Large,East Sheriton,El Salvador,117985.0,188287.0,153136.0,2024,March,Sunday,Q1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,6
Baker-Gomez,Finance,AI Product Manager,Entry,Remote,2024-11-22,Large,Sarahview,Sweden,98649.0,172840.0,135744.5,2024,November,Friday,Q4,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,7
"Patterson, Bruce and Herring",Retail,NLP Engineer,Mid,Remote,2024-12-31,Mid,Davechester,Liberia,132259.0,223631.0,177945.0,2024,December,Tuesday,Q4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,7
Jackson Inc,Education,Data Analyst,Senior,Internship,2025-03-11,Startup,Allenton,Uganda,92116.0,122876.0,107496.0,2025,March,Tuesday,Q1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,5
"Thompson, Lewis and Gonzalez",E-commerce,NLP Engineer,Entry,Internship,2024-09-23,Large,Westland,Comoros,111421.0,135658.0,123539.5,2024,September,Monday,Q3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,7
Mclean Inc,Healthcare,NLP Engineer,Mid,Remote,2025-02-09,Large,Shermanshire,Myanmar,64185.0,77841.0,71013.0,2025,February,Sunday,Q1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,6
Moore Inc,Automotive,AI Researcher,Senior,Contract,2025-04-23,Mid,Jamesborough,United Kingdom,114287.0,213324.0,163805.5,2025,April,Wednesday,Q2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,6
Flores-Dalton,Automotive,AI Researcher,Senior,Internship,2025-09-01,Mid,East Edward,Maldives,67967.0,136114.0,102040.5,2025,September,Monday,Q3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6
Nguyen and Sons,Healthcare,Data Analyst,Entry,Full-time,2024-02-29,Mid,Youngborough,Central African Republic,119699.0,195649.0,157674.0,2024,February,Thursday,Q1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,8
Russell Inc,Finance,NLP Engineer,Senior,Remote,2024-12-30,Mid,Morrowview,Serbia,105893.0,197119.0,151506.0,2024,December,Monday,Q4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,6
Castillo and Sons,Education,Computer Vision Engineer,Mid,Full-time,2024-09-02,Mid,North Sheilamouth,Japan,144509.0,185639.0,165074.0,2024,September,Monday,Q3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,7
Price PLC,Finance,AI Product Manager,Senior,Contract,2024-03-05,Startup,Randallside,Czech Republic,125979.0,196585.0,161282.0,2024,March,Tuesday,Q1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6
"Payne, Vasquez and Arnold",Healthcare,AI Product Manager,Mid,Full-time,2024-01-14,Large,Danielfurt,Guinea-Bissau,96804.0,161412.0,129108.0,2024,January,Sunday,Q1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,9
Roth LLC,Retail,Data Analyst,Senior,Contract,2025-08-26,Startup,Royville,Bulgaria,145387.0,192153.0,168770.0,2025,August,Tuesday,Q3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,7
Bryant and Sons,Automotive,Quant Researcher,Entry,Contract,2025-06-07,Large,Port Allisonfurt,Senegal,44646.0,126597.0,85621.5,2025,June,Saturday,Q2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,8
"Morris, Williams and Campbell",Healthcare,ML Engineer,Mid,Remote,2024-05-14,Startup,South Heatherside,Kazakhstan,61799.0,124735.0,93267.0,2024,May,Tuesday,Q2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,7
Perez Ltd,Healthcare,AI Product Manager,Entry,Remote,2025-04-04,Large,West Susan,Nigeria,142495.0,193478.0,167986.5,2025,April,Friday,Q2,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,7
Smith-Hernandez,Education,Data Scientist,Mid,Contract,2024-01-05,Startup,Shelbyberg,Angola,52111.0,123116.0,87613.5,2024,January,Friday,Q1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,6
"Barber, Green and Fernandez",Retail,Data Analyst,Entry,Contract,2024-07-30,Mid,Ryanberg,Moldova,68548.0,93154.0,80851.0,2024,July,Tuesday,Q3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,6
"Baker, Nichols and Chen",Education,ML Engineer,Entry,Contract,2025-03-10,Large,West Carloston,Colombia,82795.0,123262.0,103028.5,2025,March,Monday,Q1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,7
Crawford-Cooper,E-commerce,AI Researcher,Entry,Internship,2025-08-17,Mid,Calderonfurt,Saint Kitts and Nevis,94239.0,122634.0,108436.5,2025,August,Sunday,Q3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5
"Manning, Hernandez and Serrano",Retail,NLP Engineer,Mid,Remote,2023-12-19,Large,New Crystalport,Burkina Faso,64790.0,95818.0,80304.0,2023,December,Tuesday,Q4,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
Sanchez and Sons,E-commerce,Data Analyst,Senior,Remote,2025-09-17,Startup,North Melissa,Netherlands,133389.0,145372.0,139380.5,2025,September,Wednesday,Q3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4
Gomez-Mosley,Automotive,Computer Vision Engineer,Senior,Internship,2024-12-28,Mid,East James,Costa Rica,112241.0,126511.0,119376.0,2024,December,Saturday,Q4,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,5
"Knox, Kirby and Rogers",Education,AI Researcher,Mid,Remote,2024-03-08,Startup,Cynthiamouth,Seychelles,66955.0,108050.0,87502.5,2024,March,Friday,Q1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,7
Johnson-Hansen,E-commerce,ML Engineer,Mid,Internship,2024-03-21,Mid,New Christopher,Kyrgyzstan,84480.0,167599.0,126039.5,2024,March,Thursday,Q1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,4
Allen-Carr,Finance,AI Product Manager,Mid,Contract,2023-12-14,Mid,West Jamesborough,Bhutan,74795.0,159585.0,117190.0,2023,December,Thursday,Q4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
Carroll-Peterson,Education,AI Researcher,Mid,Internship,2024-07-27,Startup,Lake Amanda,Papua New Guinea,128089.0,227314.0,177701.5,2024,July,Saturday,Q3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,6
Castillo and Sons,Healthcare,NLP Engineer,Mid,Contract,2024-06-04,Mid,New Monicaborough,Cambodia,59563.0,117049.0,88306.0,2024,June,Tuesday,Q2,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,7
Dixon-Fields,Automotive,Data Analyst,Senior,Remote,2024-11-23,Startup,New Christinastad,Guyana,124014.0,215657.0,169835.5,2024,November,Saturday,Q4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,6
Ashley-Espinoza,Education,Computer Vision Engineer,Senior,Internship,2025-06-23,Startup,Elizabethchester,Kazakhstan,82670.0,112083.0,97376.5,2025,June,Monday,Q2,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,8
"Scott, Nelson and Cooke",Education,NLP Engineer,Senior,Remote,2025-01-02,Mid,Hayesberg,Antigua and Barbuda,99523.0,190227.0,144875.0,2025,January,Thursday,Q1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,9
Wright-Pennington,Finance,Quant Researcher,Mid,Contract,2025-09-14,Large,Bentonland,Bulgaria,63560.0,115745.0,89652.5,2025,September,Sunday,Q3,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,9
Garcia-Martinez,Education,Data Analyst,Mid,Contract,2025-03-16,Large,Michaeltown,Uruguay,96246.0,127172.0,111709.0,2025,March,Sunday,Q1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,8
Ryan-Ward,Education,Quant Researcher,Mid,Internship,2024-02-05,Mid,Hernandezfurt,Mexico,133411.0,230008.0,181709.5,2024,February,Monday,Q1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7
"Ross, Torres and Griffith",Healthcare,NLP Engineer,Senior,Contract,2023-12-04,Large,Jessicamouth,Palestine,44241.0,67386.0,55813.5,2023,December,Monday,Q4,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,5
"Contreras, Taylor and Nelson",Education,ML Engineer,Mid,Internship,2025-03-16,Startup,North Danielfort,Saint Lucia,42621.0,93559.0,68090.0,2025,March,Sunday,Q1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,7
French Inc,Finance,NLP Engineer,Entry,Remote,2025-08-06,Mid,East Ritaburgh,Armenia,75069.0,172405.0,123737.0,2025,August,Wednesday,Q3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,6
"Roth, Le and Hamilton",Healthcare,AI Product Manager,Mid,Full-time,2025-04-14,Large,Lake Eriktown,Tanzania,110005.0,156652.0,133328.5,2025,April,Monday,Q2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5
"Boyd, Gallagher and Thompson",Healthcare,Computer Vision Engineer,Senior,Internship,2025-09-16,Large,Brandonton,Romania,127733.0,156796.0,142264.5,2025,September,Tuesday,Q3,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,6
Benjamin-Nguyen,Tech,Computer Vision Engineer,Senior,Internship,2024-04-16,Startup,Barryborough,Jamaica,81580.0,132667.0,107123.5,2024,April,Tuesday,Q2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5
Coleman-Jimenez,Automotive,Data Analyst,Entry,Internship,2024-10-18,Mid,West Alexanderberg,Madagascar,46318.0,73935.0,60126.5,2024,October,Friday,Q4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6
Williams-Gross,Finance,Data Analyst,Entry,Full-time,2024-12-11,Startup,Ericport,Brazil,83360.0,173396.0,128378.0,2024,December,Wednesday,Q4,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,8
Gonzalez Ltd,E-commerce,ML Engineer,Mid,Remote,2025-05-02,Mid,Johnsonmouth,Bahamas,50841.0,149011.0,99926.0,2025,May,Friday,Q2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4
Hart-Miller,E-commerce,AI Product Manager,Senior,Internship,2025-03-15,Startup,South Gary,Brunei,84196.0,183723.0,133959.5,2025,March,Saturday,Q1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,6
Kim Inc,Tech,AI Researcher,Mid,Contract,2024-05-25,Mid,West Ralphview,Sierra Leone,92704.0,181511.0,137107.5,2024,May,Saturday,Q2,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
Horton LLC,Tech,Data Scientist,Entry,Internship,2024-01-31,Mid,Debraview,Hungary,61245.0,133612.0,97428.5,2024,January,Wednesday,Q1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,7
Mendoza Ltd,Retail,AI Product Manager,Mid,Internship,2024-08-01,Large,North Michael,Cuba,91839.0,153147.0,122493.0,2024,August,Thursday,Q3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,6
"Alexander, Warner and Mendez",Tech,AI Product Manager,Entry,Contract,2025-01-24,Mid,Joneston,Timor-Leste,65330.0,149814.0,107572.0,2025,January,Friday,Q1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,6
Williams Ltd,Automotive,NLP Engineer,Mid,Contract,2025-01-21,Mid,Port Ariel,Turkey,142316.0,210339.0,176327.5,2025,January,Tuesday,Q1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,7
Mills Group,Finance,Quant Researcher,Mid,Internship,2025-04-29,Mid,Johnathanmouth,Honduras,86369.0,153860.0,120114.5,2025,April,Tuesday,Q2,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,8
Jordan-Graves,Healthcare,AI Product Manager,Senior,Full-time,2025-08-01,Startup,East Jennifer,Estonia,123834.0,203953.0,163893.5,2025,August,Friday,Q3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,7
Casey-Smith,Automotive,AI Product Manager,Mid,Remote,2024-10-07,Mid,Romerobury,Burundi,86874.0,127959.0,107416.5,2024,October,Monday,Q4,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,7
Melton-Turner,Retail,AI Researcher,Entry,Internship,2024-02-22,Startup,West Chelseafurt,Australia,91853.0,143054.0,117453.5,2024,February,Thursday,Q1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,7
Gutierrez-Hernandez,E-commerce,Data Analyst,Senior,Remote,2025-05-23,Large,Lake Thomas,Moldova,115282.0,183026.0,149154.0,2025,May,Friday,Q2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,6
"Oliver, Tran and Jackson",Finance,NLP Engineer,Mid,Internship,2024-06-08,Startup,North Briannafort,Philippines,100075.0,181375.0,140725.0,2024,June,Saturday,Q2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,5
Diaz-Hardy,Healthcare,AI Researcher,Entry,Internship,2024-08-22,Startup,Davidstad,Belarus,84286.0,155592.0,119939.0,2024,August,Thursday,Q3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,7
White-Hayes,Automotive,Quant Researcher,Senior,Full-time,2024-03-26,Large,West Derek,Vanuatu,81464.0,148211.0,114837.5,2024,March,Tuesday,Q1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,6
Dominguez Ltd,Education,Computer Vision Engineer,Entry,Remote,2025-01-29,Mid,East Christopher,Estonia,142464.0,186808.0,164636.0,2025,January,Wednesday,Q1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5
"Welch, Green and Williams",E-commerce,Data Analyst,Entry,Contract,2024-10-21,Large,Emmafurt,Guinea,121357.0,161420.0,141388.5,2024,October,Monday,Q4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6
Reed LLC,Healthcare,AI Researcher,Mid,Full-time,2024-01-20,Large,Andreside,Gabon,126266.0,151205.0,138735.5,2024,January,Saturday,Q1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5
Brown and Sons,Retail,Computer Vision Engineer,Mid,Remote,2024-09-14,Large,New Donald,Cuba,43986.0,115213.0,79599.5,2024,September,Saturday,Q3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,7
Gutierrez Group,Automotive,Data Scientist,Entry,Internship,2024-09-29,Large,New Andrea,Sao Tome and Principe,62157.0,96230.0,79193.5,2024,September,Sunday,Q3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,6
"Robinson, Stafford and Hoffman",Retail,AI Product Manager,Entry,Full-time,2024-05-30,Large,Palmerburgh,Central African Republic,102546.0,120953.0,111749.5,2024,May,Thursday,Q2,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,6
"Wu, Browning and Ramos",Tech,Data Analyst,Mid,Internship,2024-10-28,Mid,North Louis,Uruguay,79611.0,163781.0,121696.0,2024,October,Monday,Q4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,7
Jones-Curtis,Education,AI Researcher,Senior,Full-time,2024-01-25,Mid,North Nataliemouth,Suriname,142867.0,168105.0,155486.0,2024,January,Thursday,Q1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5
Lewis-Brooks,Retail,ML Engineer,Mid,Contract,2024-02-11,Mid,Owenshaven,Libya,63520.0,101934.0,82727.0,2024,February,Sunday,Q1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,6
"Hobbs, Lawson and Robertson",Retail,Data Scientist,Senior,Internship,2024-05-19,Large,Port Ricardo,Suriname,116202.0,179210.0,147706.0,2024,May,Sunday,Q2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,5
"Gonzales, Lane and Hart",Healthcare,Quant Researcher,Mid,Internship,2023-11-04,Mid,Kaylaland,Germany,137620.0,173474.0,155547.0,2023,November,Saturday,Q4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4
Kim PLC,Retail,NLP Engineer,Entry,Internship,2024-12-08,Mid,North Jamietown,Kenya,131485.0,218283.0,174884.0,2024,December,Sunday,Q4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,5
"Vasquez, Fleming and Jones",Tech,AI Product Manager,Entry,Internship,2024-08-27,Startup,East Melindastad,Tonga,117341.0,158797.0,138069.0,2024,August,Tuesday,Q3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,7
Rice Inc,Automotive,Data Analyst,Entry,Internship,2024-08-15,Mid,East Linda,North Korea,123706.0,167631.0,145668.5,2024,August,Thursday,Q3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4
"Morris, Jensen and Hamilton",Tech,Quant Researcher,Mid,Contract,2024-04-01,Mid,Port Mckenzie,Bolivia,43828.0,96329.0,70078.5,2024,April,Monday,Q2,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,7
Gonzalez and Sons,Education,AI Product Manager,Entry,Full-time,2025-06-17,Startup,New Traceyborough,Bulgaria,130984.0,170051.0,150517.5,2025,June,Tuesday,Q2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4
Robinson-Hall,E-commerce,Data Scientist,Entry,Internship,2024-12-31,Large,Flowersberg,Madagascar,125831.0,194965.0,160398.0,2024,December,Tuesday,Q4,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6
Mendoza Ltd,Finance,AI Product Manager,Entry,Contract,2024-11-07,Mid,Chandlerville,Serbia,96628.0,121086.0,108857.0,2024,November,Thursday,Q4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,7
Richards-Barnes,Finance,NLP Engineer,Entry,Remote,2024-02-16,Large,Williamton,Turkmenistan,85788.0,132802.0,109295.0,2024,February,Friday,Q1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,8
Bailey-Harris,Automotive,Quant Researcher,Mid,Internship,2025-05-12,Startup,Lake Sarah,Syria,147975.0,247578.0,197776.5,2025,May,Monday,Q2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6
